Time of Purchase,Lead Time,Ticket Type
08:48:43,0 days,off-peak
08:54:18,1 days,advance
09:03:37,1 days,advance
09:05:09,1 days,advance
09:06:55,0 days,off-peak
09:08:44,1 days,advance
09:16:05,0 days,off-peak
09:17:16,1 days,advance
09:28:19,0 days,off-peak
09:30:05,1 days,advance
09:30:44,1 days,advance
09:32:09,0 days,off-peak
09:33:57,1 days,advance
09:36:45,1 days,advance
09:37:04,1 days,advance
09:38:51,1 days,advance
09:39:16,0 days,off-peak
09:39:50,1 days,advance
09:40:50,1 days,advance
09:41:25,1 days,advance
09:43:33,1 days,advance
09:50:56,1 days,advance
09:53:06,1 days,advance
10:29:24,1 days,advance
10:29:29,0 days,off-peak
10:30:25,0 days,off-peak
10:32:55,1 days,advance
10:36:56,1 days,advance
10:38:25,1 days,advance
10:39:54,1 days,advance
10:42:14,1 days,advance
10:42:58,0 days,off-peak
10:44:21,0 days,off-peak
10:44:31,0 days,off-peak
10:51:04,1 days,advance
11:04:44,0 days,off-peak
11:12:38,1 days,advance
11:35:01,1 days,advance
11:48:56,0 days,off-peak
11:54:53,1 days,advance
11:58:40,1 days,advance
11:59:24,1 days,advance
12:06:49,0 days,off-peak
12:08:28,0 days,off-peak
12:31:20,1 days,advance
12:31:40,1 days,advance
12:44:19,0 days,off-peak
13:01:06,1 days,advance
13:02:43,0 days,off-peak
13:20:20,0 days,off-peak
13:24:39,0 days,off-peak
13:27:20,1 days,advance
13:29:03,0 days,off-peak
13:29:16,1 days,advance
13:31:18,0 days,off-peak
13:35:16,1 days,advance
13:39:51,0 days,off-peak
14:14:07,0 days,off-peak
14:15:52,0 days,off-peak
14:16:08,0 days,off-peak
14:17:13,0 days,off-peak
14:18:49,0 days,off-peak
14:21:23,0 days,off-peak
14:28:38,0 days,off-peak
14:32:31,0 days,anytime
14:38:13,0 days,anytime
14:39:11,0 days,anytime
14:39:45,0 days,anytime
14:43:29,0 days,anytime
14:43:56,1 days,advance
14:44:36,0 days,anytime
14:45:36,1 days,advance
14:45:58,1 days,advance
14:47:40,0 days,anytime
14:47:58,0 days,anytime
14:49:21,1 days,advance
14:50:05,1 days,advance
14:58:58,0 days,anytime
15:02:58,1 days,advance
15:03:23,0 days,anytime
15:04:21,0 days,anytime
15:10:00,0 days,anytime
15:10:47,0 days,anytime
15:13:32,0 days,off-peak
15:17:27,0 days,anytime
15:28:32,1 days,advance
15:28:56,1 days,advance
15:30:01,0 days,anytime
15:32:23,0 days,anytime
15:37:32,1 days,advance
15:45:53,0 days,anytime
15:48:29,0 days,anytime
15:55:36,0 days,anytime
16:00:06,1 days,advance
16:01:28,0 days,anytime
16:13:48,1 days,advance
16:14:20,1 days,advance
16:20:56,1 days,advance
16:26:15,1 days,advance
16:44:24,0 days,anytime
17:01:57,1 days,advance
17:02:38,1 days,advance
17:09:59,0 days,anytime
17:11:34,0 days,anytime
17:15:28,1 days,advance
17:16:50,1 days,advance
17:17:57,0 days,anytime
17:18:11,0 days,anytime
17:19:40,0 days,anytime
17:20:12,0 days,anytime
17:21:42,0 days,anytime
17:22:53,0 days,anytime
17:24:45,0 days,anytime
17:25:34,1 days,advance
17:25:52,1 days,advance
17:27:46,0 days,anytime
17:27:59,0 days,anytime
17:28:08,0 days,anytime
17:28:19,0 days,anytime
17:29:24,0 days,anytime
17:31:37,1 days,advance
17:36:08,1 days,advance
17:36:28,1 days,advance
17:37:23,1 days,advance
17:39:59,1 days,advance
17:42:39,1 days,advance
17:43:01,0 days,off-peak
17:53:13,1 days,advance
17:54:45,1 days,advance
17:55:51,1 days,advance
17:58:46,1 days,advance
18:00:11,1 days,advance
18:01:56,1 days,advance
18:11:45,0 days,anytime
18:23:38,0 days,off-peak
18:48:08,1 days,advance
18:54:59,1 days,advance
18:57:44,1 days,advance
18:57:52,1 days,advance
18:58:20,0 days,off-peak
18:58:56,0 days,off-peak
19:02:35,1 days,advance
19:19:13,1 days,advance
19:23:18,1 days,advance
19:24:19,1 days,advance
19:31:19,1 days,advance
19:31:51,1 days,advance
19:32:39,1 days,advance
19:33:46,1 days,advance
19:35:00,1 days,advance
19:38:19,1 days,advance
19:39:32,1 days,advance
20:05:50,0 days,off-peak
20:08:49,1 days,advance
20:11:05,0 days,off-peak
20:14:12,0 days,off-peak
20:15:41,1 days,advance
20:16:14,1 days,advance
20:20:56,1 days,advance
20:21:46,1 days,advance
20:25:06,1 days,advance
20:27:16,1 days,advance
20:27:37,1 days,advance
20:33:11,1 days,advance
20:36:01,1 days,advance
20:36:11,0 days,off-peak
20:39:45,1 days,advance
20:43:43,1 days,advance
20:54:57,0 days,off-peak
20:57:54,0 days,off-peak
20:58:10,1 days,advance
21:25:31,1 days,advance
21:33:11,1 days,advance
21:42:40,1 days,advance
22:57:10,1 days,advance
23:04:32,1 days,advance
23:06:41,1 days,advance
23:14:02,1 days,advance
23:46:38,1 days,advance
00:11:25,0 days,off-peak
00:21:49,0 days,off-peak
00:27:36,2 days,advance
00:33:56,0 days,off-peak
00:35:01,0 days,off-peak
00:43:43,0 days,off-peak
01:02:02,0 days,off-peak
01:02:38,0 days,off-peak
01:03:56,1 days,advance
01:15:09,0 days,off-peak
01:43:06,1 days,advance
01:58:22,1 days,advance
02:06:30,1 days,advance
02:09:48,0 days,off-peak
02:38:35,0 days,off-peak
02:55:30,0 days,off-peak
03:09:00,0 days,off-peak
03:26:50,1 days,advance
03:39:44,1 days,advance
03:41:06,1 days,advance
03:44:57,1 days,advance
04:24:26,0 days,off-peak
04:46:48,1 days,advance
04:49:26,0 days,anytime
04:52:06,0 days,anytime
04:53:18,1 days,advance
04:55:08,0 days,anytime
04:56:36,0 days,anytime
04:59:48,0 days,anytime
05:00:51,0 days,anytime
05:01:34,0 days,anytime
05:02:59,1 days,advance
05:05:08,0 days,anytime
05:05:31,0 days,anytime
05:07:23,0 days,anytime
05:10:30,0 days,anytime
05:11:03,0 days,anytime
05:12:06,0 days,anytime
05:12:48,0 days,anytime
05:14:42,0 days,anytime
05:18:09,1 days,advance
05:18:54,0 days,anytime
05:20:11,0 days,anytime
05:27:38,0 days,anytime
05:30:23,0 days,anytime
05:32:07,1 days,advance
05:35:33,1 days,advance
05:47:11,0 days,anytime
05:51:09,1 days,advance
05:54:07,1 days,advance
05:54:30,1 days,advance
06:06:47,1 days,advance
06:12:59,1 days,advance
06:13:06,0 days,anytime
06:15:42,0 days,anytime
06:16:24,1 days,advance
06:30:07,1 days,advance
06:30:29,0 days,anytime
06:43:18,0 days,anytime
06:43:37,0 days,anytime
06:48:44,0 days,anytime
06:58:18,1 days,advance
06:59:18,1 days,advance
07:24:14,0 days,anytime
07:25:12,0 days,anytime
07:25:38,0 days,anytime
07:28:35,0 days,anytime
07:36:46,0 days,off-peak
07:39:59,1 days,advance
07:41:16,0 days,anytime
07:43:25,0 days,off-peak
07:45:03,0 days,off-peak
07:48:48,0 days,off-peak
07:51:10,1 days,advance
07:55:35,1 days,advance
07:56:44,1 days,advance
07:56:53,1 days,advance
07:59:15,1 days,advance
07:59:26,1 days,advance
08:00:04,1 days,advance
08:00:58,1 days,advance
08:04:17,1 days,advance
08:04:38,1 days,advance
08:08:54,1 days,advance
08:14:01,1 days,advance
08:18:25,1 days,advance
08:22:46,0 days,off-peak
08:23:25,1 days,advance
08:27:09,1 days,advance
08:27:23,1 days,advance
08:27:46,1 days,advance
08:30:51,0 days,off-peak
08:45:10,0 days,off-peak
09:00:49,1 days,advance
09:05:01,0 days,off-peak
09:14:23,1 days,advance
09:20:50,1 days,advance
09:24:32,0 days,off-peak
09:30:21,1 days,advance
09:31:34,0 days,off-peak
09:34:03,1 days,advance
09:38:22,0 days,off-peak
09:41:14,0 days,off-peak
09:41:33,1 days,advance
09:42:00,0 days,off-peak
09:46:22,0 days,off-peak
09:48:42,0 days,off-peak
09:52:51,1 days,advance
09:54:49,1 days,advance
09:59:30,0 days,off-peak
10:04:46,0 days,off-peak
10:07:04,1 days,advance
10:16:11,1 days,advance
10:22:42,1 days,advance
10:25:11,1 days,advance
10:38:32,1 days,advance
10:54:47,1 days,advance
11:15:54,1 days,advance
11:23:33,0 days,off-peak
11:27:19,0 days,off-peak
11:44:44,0 days,off-peak
11:51:20,1 days,advance
11:51:29,0 days,off-peak
11:58:47,0 days,off-peak
12:01:44,1 days,advance
12:11:41,0 days,off-peak
12:23:33,0 days,off-peak
12:39:47,1 days,advance
12:40:00,1 days,advance
12:49:41,0 days,off-peak
12:49:44,0 days,off-peak
12:58:37,0 days,off-peak
13:20:25,1 days,advance
13:26:08,1 days,advance
13:31:56,0 days,off-peak
13:33:05,1 days,advance
13:33:40,0 days,off-peak
13:34:28,0 days,off-peak
13:36:03,1 days,advance
13:43:47,0 days,off-peak
13:52:56,0 days,off-peak
14:00:10,0 days,off-peak
14:09:22,1 days,advance
14:15:50,0 days,off-peak
14:19:27,1 days,advance
14:32:26,0 days,anytime
14:35:42,0 days,anytime
14:36:04,0 days,anytime
14:37:49,1 days,advance
14:38:06,0 days,anytime
14:39:41,1 days,advance
14:45:20,0 days,anytime
14:45:30,0 days,anytime
14:47:01,0 days,anytime
14:47:11,0 days,anytime
14:50:38,0 days,anytime
14:52:48,0 days,anytime
14:54:35,1 days,advance
15:00:04,0 days,off-peak
15:04:09,1 days,advance
15:06:56,0 days,off-peak
15:12:00,0 days,anytime
15:12:33,1 days,advance
15:13:55,0 days,anytime
15:20:45,1 days,advance
15:21:06,1 days,advance
15:23:57,0 days,anytime
15:25:05,1 days,advance
15:34:20,0 days,anytime
15:40:58,0 days,anytime
15:41:51,0 days,anytime
15:44:17,0 days,anytime
15:51:56,0 days,anytime
15:52:35,0 days,anytime
15:53:21,1 days,advance
15:54:59,0 days,anytime
15:58:33,0 days,anytime
15:59:12,0 days,anytime
16:00:33,0 days,anytime
16:02:44,0 days,anytime
16:04:19,0 days,anytime
16:06:14,0 days,anytime
16:06:44,1 days,advance
16:08:06,0 days,anytime
16:11:18,0 days,anytime
16:12:03,0 days,anytime
17:05:32,0 days,anytime
17:06:26,1 days,advance
17:10:11,0 days,anytime
17:10:16,1 days,advance
17:10:42,0 days,anytime
17:15:26,0 days,anytime
17:22:17,0 days,anytime
17:22:17,0 days,anytime
17:23:04,1 days,advance
17:26:39,0 days,anytime
17:27:20,0 days,anytime
17:28:44,0 days,anytime
17:32:23,1 days,advance
17:33:00,1 days,advance
17:34:07,1 days,advance
17:34:53,1 days,advance
17:35:23,1 days,advance
17:41:03,1 days,advance
17:42:57,1 days,advance
17:44:29,1 days,advance
17:47:00,1 days,advance
17:51:40,1 days,advance
17:52:21,0 days,off-peak
17:55:36,0 days,off-peak
17:56:24,0 days,off-peak
17:57:34,1 days,advance
18:02:10,1 days,advance
18:07:06,0 days,off-peak
18:14:28,0 days,anytime
18:16:05,0 days,anytime
18:16:41,0 days,anytime
18:17:17,0 days,anytime
18:17:41,0 days,anytime
18:24:25,0 days,anytime
18:24:50,0 days,anytime
18:41:07,1 days,advance
18:41:45,0 days,off-peak
18:45:20,1 days,advance
18:48:01,0 days,off-peak
18:48:16,0 days,off-peak
18:50:09,0 days,off-peak
18:53:47,1 days,advance
18:54:40,1 days,advance
18:55:18,0 days,off-peak
18:55:25,0 days,off-peak
18:58:19,0 days,off-peak
18:58:33,1 days,advance
19:04:14,1 days,advance
19:25:33,1 days,advance
19:26:03,1 days,advance
19:26:19,1 days,advance
19:28:56,1 days,advance
19:31:01,1 days,advance
19:33:02,1 days,advance
19:33:58,1 days,advance
19:37:17,0 days,off-peak
19:37:34,0 days,off-peak
19:47:01,1 days,advance
20:16:27,1 days,advance
20:16:59,1 days,advance
20:19:00,1 days,advance
20:21:21,1 days,advance
20:25:38,1 days,advance
20:25:58,1 days,advance
20:27:34,1 days,advance
20:27:56,1 days,advance
20:28:07,1 days,advance
20:28:53,1 days,advance
20:33:54,1 days,advance
20:33:57,1 days,advance
20:35:36,0 days,off-peak
20:50:16,0 days,off-peak
21:40:35,1 days,advance
21:52:33,1 days,advance
21:54:38,1 days,advance
22:04:26,1 days,advance
22:31:11,1 days,advance
22:41:42,1 days,advance
22:43:20,1 days,advance
23:08:14,1 days,advance
23:10:07,1 days,advance
23:43:35,1 days,advance
23:50:45,1 days,advance
23:54:38,1 days,advance
00:04:31,0 days,off-peak
00:05:26,0 days,off-peak
00:07:37,0 days,off-peak
00:14:35,0 days,off-peak
00:15:42,0 days,off-peak
00:22:45,1 days,advance
00:23:50,0 days,off-peak
00:40:40,0 days,off-peak
00:49:30,0 days,off-peak
00:50:04,0 days,off-peak
01:11:55,0 days,off-peak
01:20:18,1 days,advance
01:20:35,0 days,off-peak
01:24:54,1 days,advance
01:44:22,1 days,advance
01:44:29,1 days,advance
01:59:47,1 days,advance
02:01:53,1 days,advance
02:18:43,0 days,off-peak
02:31:11,0 days,off-peak
02:35:38,1 days,advance
02:39:39,1 days,advance
02:47:12,0 days,off-peak
02:47:50,0 days,off-peak
02:48:21,0 days,off-peak
03:05:03,1 days,advance
03:08:36,0 days,off-peak
03:19:39,1 days,advance
03:31:49,1 days,advance
03:33:57,0 days,off-peak
03:44:58,0 days,off-peak
03:47:06,1 days,advance
04:04:10,0 days,off-peak
04:09:33,1 days,advance
04:11:53,1 days,advance
04:20:00,0 days,off-peak
04:27:14,0 days,off-peak
04:34:30,1 days,advance
04:46:18,0 days,off-peak
04:48:18,0 days,off-peak
04:49:48,0 days,off-peak
04:51:31,0 days,off-peak
04:53:03,0 days,off-peak
04:54:16,1 days,advance
05:01:28,0 days,off-peak
05:02:39,0 days,off-peak
05:04:42,1 days,advance
05:04:58,0 days,off-peak
05:07:24,0 days,off-peak
05:10:23,0 days,off-peak
05:13:35,0 days,off-peak
05:14:16,0 days,off-peak
05:20:25,0 days,off-peak
05:20:57,1 days,advance
05:21:44,0 days,off-peak
05:21:53,1 days,advance
05:22:55,0 days,off-peak
05:25:23,0 days,off-peak
06:04:18,1 days,advance
06:04:49,0 days,off-peak
06:05:45,0 days,off-peak
06:06:47,0 days,off-peak
06:08:07,1 days,advance
06:10:37,0 days,off-peak
06:14:55,0 days,off-peak
06:25:04,0 days,off-peak
06:31:21,1 days,advance
06:32:09,0 days,off-peak
06:32:34,0 days,off-peak
06:35:48,0 days,off-peak
06:39:02,0 days,off-peak
06:41:17,0 days,off-peak
06:42:24,0 days,off-peak
06:43:11,1 days,advance
06:44:42,0 days,off-peak
06:48:10,0 days,off-peak
06:55:10,0 days,off-peak
06:56:26,0 days,off-peak
06:57:23,0 days,off-peak
06:59:21,1 days,advance
07:24:37,0 days,off-peak
07:25:03,0 days,off-peak
07:27:54,1 days,advance
07:28:27,1 days,advance
07:45:13,1 days,advance
07:45:44,0 days,off-peak
07:46:34,0 days,off-peak
07:51:52,1 days,advance
07:54:05,1 days,advance
07:56:05,0 days,off-peak
07:56:31,1 days,advance
08:13:18,1 days,advance
08:15:03,0 days,off-peak
08:16:53,1 days,advance
08:17:01,0 days,off-peak
08:17:40,1 days,advance
08:21:14,1 days,advance
08:24:07,1 days,advance
08:25:11,1 days,advance
08:26:58,1 days,advance
08:28:17,1 days,advance
08:46:16,1 days,advance
09:11:31,0 days,off-peak
09:13:55,1 days,advance
09:14:22,1 days,advance
09:22:17,1 days,advance
09:27:59,0 days,off-peak
09:34:06,1 days,advance
09:36:05,1 days,advance
09:37:38,1 days,advance
09:41:03,1 days,advance
09:44:14,0 days,off-peak
09:57:25,1 days,advance
10:17:11,1 days,advance
10:18:32,0 days,off-peak
10:19:56,0 days,off-peak
10:27:00,0 days,off-peak
10:32:31,1 days,advance
10:37:02,1 days,advance
10:39:38,1 days,advance
10:43:50,0 days,off-peak
10:49:09,0 days,off-peak
11:13:50,0 days,off-peak
11:15:12,0 days,off-peak
11:24:43,1 days,advance
11:28:44,1 days,advance
11:36:48,1 days,advance
11:38:52,0 days,off-peak
11:52:58,0 days,off-peak
11:53:49,0 days,off-peak
12:02:38,1 days,advance
12:02:45,0 days,off-peak
12:03:33,0 days,off-peak
12:04:27,1 days,advance
12:07:39,1 days,advance
12:10:05,0 days,off-peak
12:37:40,1 days,advance
12:45:58,0 days,off-peak
12:55:05,1 days,advance
13:19:56,1 days,advance
13:26:52,1 days,advance
13:27:26,0 days,off-peak
13:28:21,0 days,off-peak
13:29:22,0 days,off-peak
13:32:18,0 days,off-peak
13:34:11,1 days,advance
13:36:01,1 days,advance
13:57:13,0 days,off-peak
14:09:21,1 days,advance
14:11:03,0 days,off-peak
14:15:46,0 days,off-peak
14:16:32,0 days,off-peak
14:28:30,0 days,off-peak
14:30:44,0 days,off-peak
14:30:56,0 days,off-peak
14:32:12,0 days,off-peak
14:42:48,1 days,advance
14:48:06,0 days,off-peak
14:51:21,1 days,advance
14:51:23,0 days,off-peak
14:52:43,0 days,off-peak
14:53:06,0 days,off-peak
14:55:05,1 days,advance
15:09:05,1 days,advance
15:10:36,1 days,advance
15:12:23,0 days,off-peak
15:14:18,0 days,off-peak
15:19:27,0 days,off-peak
15:19:27,1 days,advance
15:20:35,0 days,off-peak
15:27:01,1 days,advance
15:37:01,0 days,off-peak
15:40:50,1 days,advance
15:47:37,0 days,off-peak
15:57:05,0 days,off-peak
16:01:13,0 days,off-peak
16:04:26,1 days,advance
16:05:41,0 days,off-peak
16:10:27,0 days,off-peak
16:14:01,1 days,advance
16:58:39,1 days,advance
17:05:06,1 days,advance
17:13:07,1 days,advance
17:13:37,1 days,advance
17:15:43,1 days,advance
17:19:22,0 days,off-peak
17:20:27,0 days,off-peak
17:20:27,0 days,off-peak
17:21:23,0 days,off-peak
17:23:20,0 days,off-peak
17:23:45,0 days,off-peak
17:24:21,0 days,off-peak
17:26:07,0 days,off-peak
17:26:25,0 days,off-peak
17:32:09,1 days,advance
17:32:38,1 days,advance
17:34:32,1 days,advance
17:36:00,1 days,advance
17:39:32,0 days,off-peak
17:43:05,1 days,advance
17:43:09,1 days,advance
17:49:43,1 days,advance
17:53:58,1 days,advance
18:00:44,0 days,off-peak
18:02:32,1 days,advance
18:03:51,1 days,advance
18:11:26,0 days,off-peak
18:12:37,0 days,off-peak
18:13:31,0 days,off-peak
18:33:36,1 days,advance
18:39:43,1 days,advance
18:40:34,1 days,advance
18:46:12,1 days,advance
18:50:36,0 days,off-peak
18:51:55,1 days,advance
18:53:56,1 days,advance
18:58:24,0 days,off-peak
18:58:57,1 days,advance
19:22:38,1 days,advance
19:23:10,1 days,advance
19:37:56,1 days,advance
19:39:22,1 days,advance
20:08:00,1 days,advance
20:10:16,1 days,advance
20:13:28,1 days,advance
20:15:13,1 days,advance
20:15:27,1 days,advance
20:15:43,1 days,advance
20:16:01,1 days,advance
20:18:36,1 days,advance
20:19:43,1 days,advance
20:20:11,1 days,advance
20:20:41,1 days,advance
20:21:57,1 days,advance
20:22:23,1 days,advance
20:23:14,1 days,advance
20:25:05,1 days,advance
20:26:02,1 days,advance
20:26:25,1 days,advance
20:27:06,1 days,advance
20:31:01,1 days,advance
20:32:34,0 days,off-peak
20:33:21,1 days,advance
20:50:05,0 days,off-peak
20:51:20,1 days,advance
20:52:49,0 days,off-peak
20:55:19,1 days,advance
20:56:00,1 days,advance
20:59:28,0 days,off-peak
21:41:49,1 days,advance
21:46:45,1 days,advance
21:52:38,1 days,advance
22:03:12,1 days,advance
22:08:01,1 days,advance
22:24:25,1 days,advance
23:03:01,1 days,advance
23:03:35,1 days,advance
23:08:11,1 days,advance
23:09:28,1 days,advance
23:53:29,1 days,advance
00:00:41,1 days,advance
00:02:23,0 days,off-peak
00:11:43,0 days,off-peak
00:23:28,0 days,off-peak
00:32:39,0 days,off-peak
00:32:47,0 days,off-peak
00:32:58,2 days,advance
00:33:00,2 days,advance
00:34:17,0 days,off-peak
00:34:37,0 days,off-peak
00:40:41,0 days,off-peak
00:43:51,0 days,off-peak
01:01:32,1 days,advance
01:30:00,1 days,advance
01:44:30,0 days,off-peak
02:11:17,1 days,advance
02:19:57,0 days,off-peak
02:33:34,1 days,advance
02:45:53,0 days,off-peak
03:01:13,0 days,off-peak
03:01:32,0 days,off-peak
03:11:28,0 days,off-peak
03:15:24,0 days,off-peak
03:33:15,1 days,advance
03:36:48,0 days,off-peak
03:46:36,1 days,advance
03:58:14,0 days,off-peak
04:01:10,0 days,off-peak
04:45:47,0 days,off-peak
04:49:37,0 days,off-peak
04:53:10,0 days,off-peak
04:58:06,0 days,off-peak
05:00:02,0 days,off-peak
05:02:14,0 days,off-peak
05:05:19,1 days,advance
05:06:16,0 days,off-peak
05:07:28,0 days,off-peak
05:08:53,1 days,advance
05:13:38,1 days,advance
05:17:12,0 days,off-peak
05:18:53,0 days,off-peak
05:29:12,1 days,advance
05:31:12,0 days,off-peak
05:32:48,1 days,advance
05:37:30,0 days,off-peak
05:40:55,0 days,off-peak
05:43:56,0 days,off-peak
06:00:46,0 days,off-peak
06:01:20,1 days,advance
06:02:19,0 days,off-peak
06:02:56,1 days,advance
06:03:06,1 days,advance
06:03:59,1 days,advance
06:05:33,0 days,off-peak
06:07:38,0 days,off-peak
06:08:46,1 days,advance
06:09:06,0 days,off-peak
06:09:48,0 days,off-peak
06:12:56,0 days,off-peak
06:13:55,1 days,advance
06:17:13,0 days,off-peak
06:22:53,1 days,advance
06:30:50,1 days,advance
06:35:04,0 days,off-peak
06:35:18,0 days,off-peak
06:37:28,0 days,off-peak
06:39:07,1 days,advance
06:42:45,1 days,advance
06:45:43,0 days,off-peak
07:03:54,1 days,advance
07:07:55,0 days,off-peak
07:17:19,0 days,off-peak
07:17:42,0 days,off-peak
07:19:09,0 days,off-peak
07:19:20,0 days,off-peak
07:20:09,0 days,off-peak
07:26:20,0 days,off-peak
07:29:31,1 days,advance
07:43:24,0 days,off-peak
07:45:01,1 days,advance
07:51:17,1 days,advance
07:52:48,1 days,advance
07:55:55,1 days,advance
07:56:37,1 days,advance
07:57:12,1 days,advance
07:57:27,1 days,advance
07:58:06,1 days,advance
08:06:50,1 days,advance
08:11:13,1 days,advance
08:11:41,1 days,advance
08:11:49,1 days,advance
08:12:12,0 days,off-peak
08:16:18,1 days,advance
08:16:54,1 days,advance
08:17:54,1 days,advance
08:18:01,1 days,advance
08:20:55,1 days,advance
08:22:35,1 days,advance
08:22:46,1 days,advance
08:25:14,1 days,advance
08:25:25,0 days,off-peak
08:25:30,1 days,advance
08:27:30,1 days,advance
08:28:21,1 days,advance
08:28:55,0 days,off-peak
08:29:05,0 days,off-peak
08:29:47,1 days,advance
08:44:25,1 days,advance
08:59:21,0 days,off-peak
09:01:41,1 days,advance
09:04:33,0 days,off-peak
09:06:11,1 days,advance
09:07:33,1 days,advance
09:18:59,0 days,off-peak
09:31:25,1 days,advance
09:33:03,1 days,advance
09:34:05,1 days,advance
09:36:23,0 days,off-peak
09:36:27,1 days,advance
09:36:59,1 days,advance
09:40:11,0 days,off-peak
09:40:58,0 days,off-peak
09:49:04,1 days,advance
09:54:31,1 days,advance
09:56:10,1 days,advance
09:57:41,1 days,advance
10:21:51,1 days,advance
10:30:13,0 days,off-peak
10:36:40,0 days,off-peak
10:47:25,1 days,advance
10:54:33,0 days,off-peak
10:58:40,1 days,advance
11:04:02,1 days,advance
11:32:55,0 days,off-peak
11:37:29,0 days,off-peak
11:45:29,1 days,advance
12:03:45,1 days,advance
12:14:00,1 days,advance
12:23:20,0 days,off-peak
12:24:36,0 days,off-peak
12:31:13,1 days,advance
12:38:54,0 days,off-peak
12:39:42,0 days,off-peak
12:40:26,1 days,advance
12:42:08,1 days,advance
12:44:55,0 days,off-peak
12:46:48,0 days,off-peak
12:49:25,1 days,advance
12:56:20,0 days,off-peak
13:14:01,0 days,off-peak
13:27:04,0 days,off-peak
13:28:13,1 days,advance
13:35:00,1 days,advance
13:40:23,0 days,off-peak
14:10:00,0 days,off-peak
14:17:18,0 days,off-peak
14:24:18,0 days,off-peak
14:25:28,0 days,off-peak
14:27:53,0 days,off-peak
14:32:14,0 days,off-peak
14:32:58,0 days,off-peak
14:33:58,0 days,off-peak
14:34:44,0 days,off-peak
14:34:56,0 days,off-peak
14:39:51,0 days,off-peak
14:40:32,1 days,advance
14:41:35,0 days,off-peak
14:42:11,0 days,off-peak
14:53:19,0 days,off-peak
14:57:57,1 days,advance
15:05:50,0 days,off-peak
15:09:33,1 days,advance
15:13:03,0 days,off-peak
15:13:54,0 days,off-peak
15:14:51,0 days,off-peak
15:17:26,1 days,advance
15:19:10,0 days,off-peak
15:33:06,0 days,off-peak
15:34:16,0 days,off-peak
15:43:21,0 days,off-peak
15:52:52,0 days,off-peak
15:55:57,0 days,off-peak
16:06:32,0 days,off-peak
16:07:04,1 days,advance
16:08:02,0 days,off-peak
16:12:18,0 days,off-peak
16:18:28,0 days,off-peak
16:24:16,1 days,advance
16:25:15,1 days,advance
16:33:55,1 days,advance
16:49:30,1 days,advance
16:58:53,0 days,off-peak
17:01:01,1 days,advance
17:03:39,0 days,off-peak
17:03:54,1 days,advance
17:09:37,1 days,advance
17:16:49,1 days,advance
17:16:50,0 days,off-peak
17:16:58,0 days,off-peak
17:18:04,0 days,off-peak
17:18:13,0 days,off-peak
17:19:23,0 days,off-peak
17:21:43,0 days,off-peak
17:22:02,0 days,off-peak
17:22:18,0 days,off-peak
17:24:16,0 days,off-peak
17:24:58,1 days,advance
17:27:09,1 days,advance
17:28:34,0 days,off-peak
17:34:22,1 days,advance
17:39:08,1 days,advance
17:45:41,1 days,advance
17:50:11,1 days,advance
17:52:11,1 days,advance
17:58:19,1 days,advance
18:14:41,1 days,advance
18:14:46,0 days,off-peak
18:15:01,0 days,off-peak
18:15:50,1 days,advance
18:17:13,0 days,off-peak
18:18:17,0 days,off-peak
18:18:59,0 days,off-peak
18:32:28,0 days,off-peak
18:42:29,1 days,advance
18:44:45,0 days,off-peak
18:55:44,1 days,advance
18:57:28,0 days,off-peak
19:03:48,1 days,advance
19:10:05,0 days,off-peak
19:21:34,1 days,advance
19:28:07,1 days,advance
19:31:15,1 days,advance
19:35:48,0 days,off-peak
19:36:03,1 days,advance
19:38:45,1 days,advance
19:40:25,1 days,advance
19:41:43,1 days,advance
20:21:07,1 days,advance
20:21:36,1 days,advance
20:22:16,1 days,advance
20:22:38,1 days,advance
20:22:43,1 days,advance
20:23:03,1 days,advance
20:24:43,1 days,advance
20:24:53,1 days,advance
20:26:43,1 days,advance
20:26:49,1 days,advance
20:27:08,1 days,advance
20:29:09,1 days,advance
20:30:28,0 days,off-peak
20:54:16,1 days,advance
21:42:48,1 days,advance
21:47:05,1 days,advance
21:52:46,1 days,advance
22:15:34,1 days,advance
22:32:28,1 days,advance
22:33:41,1 days,advance
22:33:55,1 days,advance
22:37:32,1 days,advance
22:38:26,1 days,advance
22:40:52,1 days,advance
22:44:25,1 days,advance
22:54:23,1 days,advance
23:01:06,1 days,advance
23:06:56,1 days,advance
23:47:53,1 days,advance
23:50:10,1 days,advance
00:02:55,0 days,off-peak
00:14:32,0 days,off-peak
00:19:14,0 days,off-peak
00:25:30,0 days,off-peak
00:28:44,2 days,advance
00:33:50,0 days,off-peak
00:34:12,2 days,advance
00:47:32,0 days,off-peak
01:07:15,1 days,advance
01:08:08,1 days,advance
01:15:34,1 days,advance
01:17:18,0 days,off-peak
01:18:16,0 days,off-peak
01:18:51,1 days,advance
01:20:42,0 days,off-peak
01:22:07,0 days,off-peak
01:27:55,1 days,advance
01:38:35,1 days,advance
02:08:38,1 days,advance
02:45:08,0 days,off-peak
02:57:12,1 days,advance
02:57:13,0 days,off-peak
02:57:37,0 days,off-peak
03:05:59,0 days,off-peak
03:09:33,1 days,advance
03:15:14,0 days,off-peak
03:16:59,0 days,off-peak
03:21:42,1 days,advance
03:43:51,1 days,advance
03:48:12,0 days,off-peak
03:57:20,1 days,advance
04:09:50,0 days,off-peak
