Date of Journey,Departure Station,Arrival Destination,Departure Time,Percentage Delay,Delay Category,Departure Hour,DayOfWeek,IsWeekend,Month,IsPeakHour
2024-04-16,london paddington,reading,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-04-15,liverpool lime street,manchester piccadilly,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-04-15,london st pancras,birmingham new street,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 12:00:00,0.0,On Time,12,0,0,11,False
2024-04-15,birmingham new street,manchester piccadilly,2025-11-24 11:15:00,42.5,Long,11,0,0,11,False
2024-04-15,birmingham new street,manchester piccadilly,2025-11-24 11:15:00,42.5,Long,11,0,0,11,False
2024-04-15,liverpool lime street,manchester piccadilly,2025-11-24 11:15:00,93.33333333333333,Long,11,0,0,11,False
2024-04-15,liverpool lime street,manchester piccadilly,2025-11-24 12:30:00,0.0,On Time,12,0,0,11,False
2024-04-15,london euston,birmingham new street,2025-11-24 12:30:00,0.0,On Time,12,0,0,11,False
2024-04-16,birmingham new street,manchester piccadilly,2025-11-24 11:15:00,30.0,Medium,11,0,0,11,False
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 13:30:00,0.0,On Time,13,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 10:45:00,0.0,On Time,10,0,0,11,False
2024-04-15,manchester piccadilly,london paddington,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-15,manchester piccadilly,london paddington,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-15,manchester piccadilly,london paddington,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 11:00:00,cancelled,Cancelled,11,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 11:00:00,cancelled,Cancelled,11,0,0,11,False
2024-04-16,manchester piccadilly,sheffield,2025-11-24 11:00:00,0.0,On Time,11,0,0,11,False
2024-04-15,london paddington,reading,2025-11-24 14:00:00,0.0,On Time,14,0,0,11,False
2024-04-15,liverpool lime street,manchester piccadilly,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-04-15,london kings cross,york,2025-11-24 14:30:00,0.0,On Time,14,0,0,11,False
2024-04-15,london kings cross,york,2025-11-24 14:30:00,0.0,On Time,14,0,0,11,False
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-04-15,manchester piccadilly,london euston,2025-11-24 14:45:00,0.0,On Time,14,0,0,11,False
2024-04-16,reading,london paddington,2025-11-24 11:45:00,0.0,On Time,11,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 12:00:00,cancelled,Cancelled,12,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 12:00:00,cancelled,Cancelled,12,0,0,11,False
2024-04-15,london st pancras,birmingham new street,2025-11-24 15:00:00,0.0,On Time,15,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 12:00:00,cancelled,Cancelled,12,0,0,11,False
2024-04-15,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 12:15:00,0.0,On Time,12,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 12:45:00,0.0,On Time,12,0,0,11,False
2024-04-15,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 13:00:00,0.0,On Time,13,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 13:00:00,cancelled,Cancelled,13,0,0,11,False
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-04-15,birmingham new street,london euston,2025-11-24 15:30:00,17.5,Medium,15,0,0,11,False
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-04-16,manchester piccadilly,london paddington,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-15,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,reading,swindon,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,birmingham new street,stafford,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,manchester piccadilly,london paddington,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 13:45:00,0.0,On Time,13,0,0,11,False
2024-04-15,london paddington,reading,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-04-16,london paddington,reading,2025-11-24 14:00:00,0.0,On Time,14,0,0,11,False
2024-04-15,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-04-16,london paddington,reading,2025-11-24 14:15:00,0.0,On Time,14,0,0,11,False
2024-04-15,london st pancras,birmingham new street,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,cancelled,Cancelled,17,0,0,11,True
2024-04-16,edinburgh waverley,london kings cross,2025-11-24 15:30:00,3.076923076923077,Short,15,0,0,11,False
2024-04-15,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-04-15,reading,liverpool lime street,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 15:15:00,0.0,On Time,15,0,0,11,False
2024-04-16,reading,london paddington,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-04-15,liverpool lime street,manchester piccadilly,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-04-15,liverpool lime street,london euston,2025-11-24 17:30:00,6.666666666666667,Short,17,0,0,11,True
2024-04-15,london kings cross,york,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 15:30:00,0.0,On Time,15,0,0,11,False
2024-04-16,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-04-15,london euston,manchester piccadilly,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-04-16,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-04-16,london euston,birmingham new street,2025-11-24 15:45:00,0.0,On Time,15,0,0,11,False
2024-04-15,birmingham new street,nuneaton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-15,london paddington,reading,2025-11-24 19:00:00,0.0,On Time,19,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-04-16,london st pancras,leicester,2025-11-24 16:15:00,0.0,On Time,16,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 19:15:00,0.0,On Time,19,0,0,11,True
2024-04-16,liverpool lime street,leeds,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 19:30:00,0.0,On Time,19,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 16:30:00,0.0,On Time,16,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,cancelled,Cancelled,18,0,0,11,True
2024-04-15,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-04-16,london euston,birmingham new street,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-04-15,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 17:00:00,0.0,On Time,17,0,0,11,True
2024-04-15,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-04-15,london euston,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-04-16,reading,oxford,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-04-15,london paddington,reading,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 17:15:00,0.0,On Time,17,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 17:30:00,0.0,On Time,17,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london st pancras,leicester,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,manchester piccadilly,liverpool lime street,2025-11-24 21:00:00,0.0,On Time,21,0,0,11,False
2024-04-16,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 18:15:00,0.0,On Time,18,0,0,11,True
2024-04-15,london euston,birmingham new street,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-04-15,london paddington,reading,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-04-15,manchester piccadilly,leeds,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 18:30:00,0.0,On Time,18,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london st pancras,wolverhampton,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,birmingham new street,tamworth,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 17:45:00,0.0,On Time,17,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 18:45:00,0.0,On Time,18,0,0,11,True
2024-04-15,london euston,manchester piccadilly,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 20:00:00,0.0,On Time,20,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 20:15:00,0.0,On Time,20,0,0,11,False
2024-04-16,birmingham new street,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 21:30:00,0.0,On Time,21,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-04-16,london euston,manchester piccadilly,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 22:15:00,0.0,On Time,22,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 22:15:00,-0.0,On Time,22,0,0,11,False
2024-04-17,oxford,bristol temple meads,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-04-17,york,edinburgh,2025-11-24 22:30:00,-0.0,On Time,22,0,0,11,False
2024-04-17,manchester piccadilly,leeds,2025-11-24 22:30:00,0.0,On Time,22,0,0,11,False
2024-04-16,york,durham,2025-11-24 01:45:00,0.0,On Time,1,0,0,11,False
2024-04-18,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-18,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-16,london paddington,reading,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-16,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-16,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 23:30:00,-0.0,On Time,23,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 23:30:00,cancelled,Cancelled,23,0,0,11,False
2024-04-17,london kings cross,york,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-16,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-16,york,durham,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-17,london euston,birmingham new street,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 23:45:00,-0.0,On Time,23,0,0,11,False
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 00:00:00,0.0,On Time,0,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 03:00:00,0.0,On Time,3,0,0,11,False
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-04-17,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-04-16,birmingham new street,reading,2025-11-24 03:30:00,0.0,On Time,3,0,0,11,False
2024-04-17,london kings cross,york,2025-11-24 00:30:00,0.0,On Time,0,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 04:00:00,0.0,On Time,4,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-04-16,birmingham new street,london st pancras,2025-11-24 04:30:00,cancelled,Cancelled,4,0,0,11,False
2024-04-16,london st pancras,birmingham new street,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-04-17,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,london kings cross,york,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,manchester piccadilly,nottingham,2025-11-24 02:00:00,0.0,On Time,2,0,0,11,False
2024-04-17,london euston,birmingham new street,2025-11-24 02:15:00,0.0,On Time,2,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 05:15:00,0.0,On Time,5,0,0,11,False
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 02:45:00,0.0,On Time,2,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 03:15:00,0.0,On Time,3,0,0,11,False
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,birmingham new street,london euston,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-16,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-16,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-16,london st pancras,wolverhampton,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-16,london paddington,reading,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 03:45:00,0.0,On Time,3,0,0,11,False
2024-04-17,london euston,birmingham new street,2025-11-24 04:15:00,0.0,On Time,4,0,0,11,False
2024-04-17,birmingham new street,london st pancras,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 04:30:00,0.0,On Time,4,0,0,11,False
2024-04-16,london paddington,london waterloo,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-16,bristol temple meads,cardiff central,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-17,london kings cross,york,2025-11-24 04:45:00,0.0,On Time,4,0,0,11,False
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 04:45:00,0.0,On Time,4,0,0,11,False
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-16,reading,oxford,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-04-16,london paddington,reading,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 05:00:00,0.0,On Time,5,0,0,11,False
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-16,liverpool lime street,london euston,2025-11-24 08:00:00,cancelled,Cancelled,8,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 07:15:00,0.0,On Time,7,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-04-16,liverpool lime street,london st pancras,2025-11-24 08:30:00,0.0,On Time,8,0,0,11,True
2024-04-16,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-16,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-16,london paddington,reading,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-04-16,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-16,london paddington,oxford,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 09:00:00,0.0,On Time,9,0,0,11,True
2024-04-17,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-16,london kings cross,edinburgh waverley,2025-11-24 16:00:00,0.0,On Time,16,0,0,11,True
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-17,london kings cross,york,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 06:15:00,0.0,On Time,6,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-17,london euston,birmingham new street,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-17,birmingham new street,london st pancras,2025-11-24 06:30:00,0.0,On Time,6,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-04-17,london paddington,oxford,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-04-16,london kings cross,york,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-04-17,london kings cross,york,2025-11-24 07:45:00,0.0,On Time,7,0,0,11,True
2024-04-17,london paddington,oxford,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 06:45:00,0.0,On Time,6,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 07:45:00,cancelled,Cancelled,7,0,0,11,True
2024-04-17,london paddington,reading,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-04-17,oxford,bristol temple meads,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-04-17,birmingham new street,london st pancras,2025-11-24 07:00:00,0.0,On Time,7,0,0,11,True
2024-04-16,manchester piccadilly,liverpool lime street,2025-11-24 10:00:00,0.0,On Time,10,0,0,11,False
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 10:30:00,0.0,On Time,10,0,0,11,False
2024-04-17,york,peterborough,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-17,reading,swindon,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-17,london kings cross,york,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-17,york,peterborough,2025-11-24 07:30:00,0.0,On Time,7,0,0,11,True
2024-04-16,london euston,birmingham new street,2025-11-24 10:45:00,0.0,On Time,10,0,0,11,False
2024-04-17,london euston,manchester piccadilly,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-04-17,liverpool lime street,london euston,2025-11-24 08:00:00,35.55555555555556,Long,8,0,0,11,True
2024-04-17,birmingham new street,london euston,2025-11-24 08:00:00,47.5,Long,8,0,0,11,True
2024-04-17,london st pancras,birmingham new street,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-04-17,liverpool lime street,london euston,2025-11-24 08:00:00,35.55555555555556,Long,8,0,0,11,True
2024-04-17,liverpool lime street,london euston,2025-11-24 08:00:00,35.55555555555556,Long,8,0,0,11,True
2024-04-17,london kings cross,york,2025-11-24 08:00:00,0.0,On Time,8,0,0,11,True
2024-04-17,manchester piccadilly,london euston,2025-11-24 08:00:00,44.54545454545455,Long,8,0,0,11,True
2024-04-17,london euston,birmingham new street,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,york,leeds,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,liverpool lime street,manchester piccadilly,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,york,leeds,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,london euston,birmingham new street,2025-11-24 08:15:00,0.0,On Time,8,0,0,11,True
2024-04-17,london euston,birmingham new street,2025-11-24 09:45:00,0.0,On Time,9,0,0,11,True
2024-04-17,london paddington,reading,2025-11-24 08:45:00,0.0,On Time,8,0,0,11,True
2024-04-16,london st pancras,birmingham new street,2025-11-24 12:00:00,cancelled,Cancelled,12,0,0,11,False
2024-04-17,manchester piccadilly,liverpool lime street,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
2024-04-16,liverpool lime street,manchester piccadilly,2025-11-24 11:15:00,76.66666666666667,Long,11,0,0,11,False
2024-04-17,london paddington,reading,2025-11-24 09:15:00,0.0,On Time,9,0,0,11,True
